series_id,dimension,record_id,publication_year,reference_period,exact_source_label,numerator,denominator,universe,industry_classification,size_bands,decision,segment,evidence_source,evidence_excerpt,adjustment,reviewer,review_date,source_headers,source_notes,collection_mode
ai,Advanced technologies,2019-20:3-7:8,2019-20,2019–20,Artificial intelligence (AI),Artificial intelligence (AI),"Businesses in the selected category and population. Coverage includes Agriculture, Forestry and Fishing.",Employing businesses; ABS exclusions apply. Agriculture included in selected table.,ANZSIC 2006 (Revision 2.0),0–4; 5–19; 20–199; 200+ persons; overlapping 0–19 subtotal excluded,D,2019-20,data_2019-20/81670DO003_201920.xlsx | Table_7 | https://www.abs.gov.au/methodologies/characteristics-australian-business-methodology/2019-20,Original values and headers checked; full historical questionnaire and coverage equivalence is not established. Snapshot only.,None,Codex source-cell audit; conservative research gate,2026-09-14,"[{""row"": 1, ""values"": [""Australian Bureau of Statistics"", """", """", """", """", """", """", """", """", """"]}, {""row"": 2, ""values"": [""81670DO003_201920 Characteristics of Australian Business, 2019-20"", """", """", """", """", """", """", """", """", """"]}, {""row"": 3, ""values"": [""Released at 11:30 am (Canberra time) Fri 4 Jun 2021"", """", """", """", """", """", """", """", """", """"]}, {""row"": 4, ""values"": [""Table 7 Selected ICTs used by the business, by employment size, by industry – 2019-20"", """", """", """", """", """", """", """", """", """"]}, {""row"": 5, ""values"": ["""", ""Customer Relationship Management software (CRM)"", ""Enterprise Resource Planning software (ERP)"", ""Electronic Data Interchange"", ""Radio Frequency Identifications (RFID)"", ""Cloud technology"", ""Cybersecurity software"", ""Data analytics"", ""Internet of things (IoT)"", ""Artificial intelligence (AI)""]}, {""row"": 6, ""values"": ["""", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%""]}]","[{""sourceRow"": 4, ""sourceColumn"": 0, ""cell"": ""A4"", ""text"": ""Proportions are of all businesses in each output category. Businesses could identify more than one technology.""}, {""sourceRow"": 5, ""sourceColumn"": 3, ""cell"": ""D5"", ""text"": ""e.g. automated computer to computer exchange of purchase orders, invoices etc.""}, {""sourceRow"": 5, ""sourceColumn"": 4, ""cell"": ""E5"", ""text"": ""e.g. tracking-inventory, limiting access to buildings""}, {""sourceRow"": 5, ""sourceColumn"": 7, ""cell"": ""H5"", ""text"": ""e.g. big data or geospatial technology""}, {""sourceRow"": 5, ""sourceColumn"": 8, ""cell"": ""I5"", ""text"": ""e.g. smart metering, digitally-networked physical devices or assets""}, {""sourceRow"": 5, ""sourceColumn"": 9, ""cell"": ""J5"", ""text"": ""e.g. machine learning, voice recognition, advanced robotics""}, {""sourceRow"": 5, ""sourceColumn"": 11, ""cell"": ""L5"", ""text"": ""e.g. cryptocurrencies, smart contracts""}]",Not independently verified for this item
internet,Basic connectivity,2021-22:5-1:0,2021-22,2021–22,Businesses with internet access,Businesses with internet access,"Proportions are of all businesses in each output category. Business could select more than one type of broadband and/or dial-up connection. Coverage includes Agriculture, Forestry and Fishing.",Employing businesses; ABS exclusions apply. Agriculture included in selected table.,ANZSIC 2006 (Revision 2.0),0–4; 5–19; 20–199; 200+ persons; overlapping 0–19 subtotal excluded,C,2021-22,data_2021-22/81670DO005_202122.xlsx | Table_1 | https://www.abs.gov.au/methodologies/characteristics-australian-business-methodology/2021-22,Survey redevelopment and/or item context changed. Keep this wave separate; no temporal change calculated.,None,Codex source-cell audit; conservative research gate,2026-09-14,"[{""row"": 1, ""values"": [""Australian Bureau of Statistics"", """", """", """"]}, {""row"": 2, ""values"": [""81670DO005_202122 Characteristics of Australian Business, 2021-22"", """", """", """"]}, {""row"": 3, ""values"": [""Released at 11:30 am (Canberra time) Thursday 22 June 2023"", """", """", """"]}, {""row"": 4, ""values"": [""Table 1 Business internet connectivity, by employment size, by industry, by state/territory, by location – year ended 30 June 2022"", """", """", """"]}, {""row"": 5, ""values"": ["""", ""Businesses with internet access"", ""Businesses with a broadband connection"", ""Businesses with a dial-up connection""]}, {""row"": 6, ""values"": ["""", ""%"", ""%"", ""%""]}]","[{""sourceRow"": 4, ""sourceColumn"": 0, ""cell"": ""A4"", ""text"": ""Proportions are of all businesses in each output category. Business could select more than one type of broadband and/or dial-up connection.""}, {""sourceRow"": 45, ""sourceColumn"": 0, ""cell"": ""A45"", ""text"": ""i.e. other location combinations not listed above""}]",Not independently verified for this item
website_app,Basic connectivity,2021-22:6-1:0,2021-22,2021–22,Business's own website or app,Business's own website or app,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",Employing businesses; ABS exclusions apply. Agriculture included in selected table.,ANZSIC 2006 (Revision 2.0),0–4; 5–19; 20–199; 200+ persons; overlapping 0–19 subtotal excluded,C,2021-22,data_2021-22/81670DO006_202122.xlsx | Table_1 | https://www.abs.gov.au/methodologies/characteristics-australian-business-methodology/2021-22,Survey redevelopment and/or item context changed. Keep this wave separate; no temporal change calculated.,None,Codex source-cell audit; conservative research gate,2026-09-14,"[{""row"": 1, ""values"": [""Australian Bureau of Statistics"", """", """", """", """", """", """"]}, {""row"": 2, ""values"": [""81670DO006_202122 Characteristics of Australian Business, 2021-22"", """", """", """", """", """", """"]}, {""row"": 3, ""values"": [""Released at 11:30 am (Canberra time) Thursday 22 June 2023"", """", """", """", """", """", """"]}, {""row"": 4, ""values"": [""Table 1 Type of online presence, by employment size, by industry, by location – year ended 30 June 2022"", """", """", """", """", """", """"]}, {""row"": 5, ""values"": ["""", ""Business's own website or app"", ""Third-party website, platform, app or online marketplace"", ""Social media"", ""Wiki based knowledge sharing tools"", ""Other"", ""Any online presence""]}, {""row"": 6, ""values"": ["""", ""%"", ""%"", ""%"", ""%"", ""%"", ""%""]}]","[{""sourceRow"": 4, ""sourceColumn"": 0, ""cell"": ""A4"", ""text"": ""Proportions are of all businesses in each output category. Businesses could select more than one option.""}, {""sourceRow"": 5, ""sourceColumn"": 2, ""cell"": ""C5"", ""text"": ""(e.g. Amazon, UberEats, booking.com, etc.)""}, {""sourceRow"": 5, ""sourceColumn"": 3, ""cell"": ""D5"", ""text"": ""(e.g. Facebook, LinkedIn, Twitter, Instagram, YouTube, Pinterest, etc.)""}, {""sourceRow"": 5, ""sourceColumn"": 4, ""cell"": ""E5"", ""text"": ""(i.e. knowledge sharing platforms that can be viewed and easily edited by anyone)""}, {""sourceRow"": 36, ""sourceColumn"": 0, ""cell"": ""A36"", ""text"": ""i.e. other location combinations not listed above""}]",Not independently verified for this item
social,Basic connectivity,2021-22:6-1:2,2021-22,2021–22,Social media,Social media,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",Employing businesses; ABS exclusions apply. Agriculture included in selected table.,ANZSIC 2006 (Revision 2.0),0–4; 5–19; 20–199; 200+ persons; overlapping 0–19 subtotal excluded,A,recent-2021-2024,data_2021-22/81670DO006_202122.xlsx | Table_1 | https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2024-25,Matched source items and all-business bases; ABS 2024-25 release explicitly compares these two waves. Descriptive comparison only.,None,Codex source-cell audit; conservative research gate,2026-09-14,"[{""row"": 1, ""values"": [""Australian Bureau of Statistics"", """", """", """", """", """", """"]}, {""row"": 2, ""values"": [""81670DO006_202122 Characteristics of Australian Business, 2021-22"", """", """", """", """", """", """"]}, {""row"": 3, ""values"": [""Released at 11:30 am (Canberra time) Thursday 22 June 2023"", """", """", """", """", """", """"]}, {""row"": 4, ""values"": [""Table 1 Type of online presence, by employment size, by industry, by location – year ended 30 June 2022"", """", """", """", """", """", """"]}, {""row"": 5, ""values"": ["""", ""Business's own website or app"", ""Third-party website, platform, app or online marketplace"", ""Social media"", ""Wiki based knowledge sharing tools"", ""Other"", ""Any online presence""]}, {""row"": 6, ""values"": ["""", ""%"", ""%"", ""%"", ""%"", ""%"", ""%""]}]","[{""sourceRow"": 4, ""sourceColumn"": 0, ""cell"": ""A4"", ""text"": ""Proportions are of all businesses in each output category. Businesses could select more than one option.""}, {""sourceRow"": 5, ""sourceColumn"": 2, ""cell"": ""C5"", ""text"": ""(e.g. Amazon, UberEats, booking.com, etc.)""}, {""sourceRow"": 5, ""sourceColumn"": 3, ""cell"": ""D5"", ""text"": ""(e.g. Facebook, LinkedIn, Twitter, Instagram, YouTube, Pinterest, etc.)""}, {""sourceRow"": 5, ""sourceColumn"": 4, ""cell"": ""E5"", ""text"": ""(i.e. knowledge sharing platforms that can be viewed and easily edited by anyone)""}, {""sourceRow"": 36, ""sourceColumn"": 0, ""cell"": ""A36"", ""text"": ""i.e. other location combinations not listed above""}]",Not independently verified for this item
received,Digital transactions,2021-22:6-2:4,2021-22,2021–22,Any orders received via the internet,Any orders received via the internet,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",Employing businesses; ABS exclusions apply. Agriculture included in selected table.,ANZSIC 2006 (Revision 2.0),0–4; 5–19; 20–199; 200+ persons; overlapping 0–19 subtotal excluded,A,recent-2021-2024,data_2021-22/81670DO006_202122.xlsx | Table_2 | https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2024-25,Matched source items and all-business bases; ABS 2024-25 release explicitly compares these two waves. Descriptive comparison only.,None,Codex source-cell audit; conservative research gate,2026-09-14,"[{""row"": 1, ""values"": [""Australian Bureau of Statistics"", """", """", """", """", """"]}, {""row"": 2, ""values"": [""81670DO006_202122 Characteristics of Australian Business, 2021-22"", """", """", """", """", """"]}, {""row"": 3, ""values"": [""Released at 11:30 am (Canberra time) Thursday 22 June 2023"", """", """", """", """", """"]}, {""row"": 4, ""values"": [""Table 2 Orders received via the internet, by employment size, by industry, by location – year ended 30 June 2022"", """", """", """", """", """"]}, {""row"": 5, ""values"": ["""", ""On-line ordering facility on your website or app"", ""Third-party website, platform, app or online marketplace"", ""Electronic Data Interchange (EDI)"", ""Other"", ""Any orders received via the internet""]}, {""row"": 6, ""values"": ["""", ""%"", ""%"", ""%"", ""%"", ""%""]}]","[{""sourceRow"": 4, ""sourceColumn"": 0, ""cell"": ""A4"", ""text"": ""Proportions are of all businesses in each output category. Businesses could select more than one option.""}, {""sourceRow"": 5, ""sourceColumn"": 1, ""cell"": ""B5"", ""text"": ""(e.g. shopping cart, booking system)""}, {""sourceRow"": 5, ""sourceColumn"": 2, ""cell"": ""C5"", ""text"": ""(e.g. Amazon, UberEats, booking.com, etc.)""}, {""sourceRow"": 5, ""sourceColumn"": 3, ""cell"": ""D5"", ""text"": ""(i.e. Computer-to-computer exchange of purchase orders and invoices in a standard electronic format between business partners)""}, {""sourceRow"": 36, ""sourceColumn"": 0, ""cell"": ""A36"", ""text"": ""i.e. other location combinations not listed above""}]",Not independently verified for this item
placed,Digital transactions,2021-22:6-5:0,2021-22,2021–22,Placed orders via the internet,Placed orders via the internet,"Proportions are of all businesses in each output category. Coverage includes Agriculture, Forestry and Fishing.",Employing businesses; ABS exclusions apply. Agriculture included in selected table.,ANZSIC 2006 (Revision 2.0),0–4; 5–19; 20–199; 200+ persons; overlapping 0–19 subtotal excluded,C,2021-22,data_2021-22/81670DO006_202122.xlsx | Table_5 | https://www.abs.gov.au/methodologies/characteristics-australian-business-methodology/2021-22,Survey redevelopment and/or item context changed. Keep this wave separate; no temporal change calculated.,None,Codex source-cell audit; conservative research gate,2026-09-14,"[{""row"": 1, ""values"": [""Australian Bureau of Statistics"", """"]}, {""row"": 2, ""values"": [""81670DO006_202122 Characteristics of Australian Business, 2021-22"", """"]}, {""row"": 3, ""values"": [""Released at 11:30 am (Canberra time) Thursday 22 June 2023"", """"]}, {""row"": 4, ""values"": [""Table 5 Businesses that placed orders via the internet for any goods or services, by employment size, by industry, by location – year ended 30 June 2022"", """"]}, {""row"": 5, ""values"": ["""", ""Placed orders via the internet""]}, {""row"": 6, ""values"": ["""", ""%""]}]","[{""sourceRow"": 4, ""sourceColumn"": 0, ""cell"": ""A4"", ""text"": ""Proportions are of all businesses in each output category.""}, {""sourceRow"": 36, ""sourceColumn"": 0, ""cell"": ""A36"", ""text"": ""i.e. other location combinations not listed above""}]",Not independently verified for this item
paid_cloud,Advanced technologies,2021-22:7-6:0,2021-22,2021–22,Businesses that: / used paid cloud computing services,Businesses that: / used paid cloud computing services,"Proportions are of all businesses in each output category Coverage includes Agriculture, Forestry and Fishing.",Employing businesses; ABS exclusions apply. Agriculture included in selected table.,ANZSIC 2006 (Revision 2.0),0–4; 5–19; 20–199; 200+ persons; overlapping 0–19 subtotal excluded,C,2021-22,data_2021-22/81670DO007_202122.xlsx | Table_6 | https://www.abs.gov.au/methodologies/characteristics-australian-business-methodology/2021-22,Survey redevelopment and/or item context changed. Keep this wave separate; no temporal change calculated.,None,Codex source-cell audit; conservative research gate,2026-09-14,"[{""row"": 1, ""values"": [""Australian Bureau of Statistics"", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 2, ""values"": [""81670DO007_202122 Characteristics of Australian Business, 2021-22"", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 3, ""values"": [""Released at 11:30 am (Canberra time) Thursday 22 June 2023"", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 4, ""values"": [""Table 6 Use of paid cloud computing services, by employment size, by industry, by location – year ended 30 June 2022"", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 5, ""values"": ["""", """", """", ""Businesses used paid cloud computing for:"", """", """", """", """", """", """", """", """", """"]}, {""row"": 6, ""values"": ["""", ""Businesses that:"", """", ""software"", """", """", """", """", """", ""storage capacity"", """", """", """"]}, {""row"": 7, ""values"": ["""", ""used paid cloud computing services"", ""did not use paid cloud computing services"", ""Email"", ""Office software"", ""Finance or accounting software"", ""Customer Relationship Management software (CRM)"", ""Any software"", ""Processing power to run own software"", ""Hosting of databases"", ""Storage of files"", ""Any storage capacity"", ""Other services""]}, {""row"": 8, ""values"": ["""", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%""]}]","[{""sourceRow"": 5, ""sourceColumn"": 3, ""cell"": ""D5"", ""text"": ""Proportions are of all businesses that used paid cloud computing services in each output category. Businesses could select more than one type of service.""}, {""sourceRow"": 6, ""sourceColumn"": 1, ""cell"": ""B6"", ""text"": ""Proportions are of all businesses in each output category""}, {""sourceRow"": 38, ""sourceColumn"": 0, ""cell"": ""A38"", ""text"": ""i.e. other location combinations not listed above""}]",Not independently verified for this item
crm,Operational systems,2021-22:7-1:0,2021-22,2021–22,Customer Relationship Management software (CRM),Customer Relationship Management software (CRM),"Proportions are of all businesses in each output category. Businesses could select more than one ICT. Coverage includes Agriculture, Forestry and Fishing.",Employing businesses; ABS exclusions apply. Agriculture included in selected table.,ANZSIC 2006 (Revision 2.0),0–4; 5–19; 20–199; 200+ persons; overlapping 0–19 subtotal excluded,C,2021-22,data_2021-22/81670DO007_202122.xlsx | Table_1 | https://www.abs.gov.au/methodologies/characteristics-australian-business-methodology/2021-22,Survey redevelopment and/or item context changed. Keep this wave separate; no temporal change calculated.,None,Codex source-cell audit; conservative research gate,2026-09-14,"[{""row"": 1, ""values"": [""Australian Bureau of Statistics"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 2, ""values"": [""81670DO007_202122 Characteristics of Australian Business, 2021-22"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 3, ""values"": [""Released at 11:30 am (Canberra time) Thursday 22 June 2023"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 4, ""values"": [""Table 1 Selected ICTs used by the business, by employment size, by industry, by location – year ended 30 June 2022"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 5, ""values"": ["""", """", """", """", ""Digital platforms"", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 6, ""values"": ["""", ""Customer Relationship Management software (CRM)"", ""Enterprise Resource Planning software (ERP)"", ""Electronic Data Interchange (EDI)"", ""Internal"", ""Public"", ""Any Digital platforms"", ""Cloud technology"", ""Cyber security software"", ""Virtual reality"", ""Data analytics"", ""Internet of things (IoT)"", ""Artificial intelligence (AI)"", ""3D Printing"", ""Blockchain technology"", ""Other"", ""Any ICTs used""]}, {""row"": 7, ""values"": ["""", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%""]}]","[{""sourceRow"": 4, ""sourceColumn"": 0, ""cell"": ""A4"", ""text"": ""Proportions are of all businesses in each output category. Businesses could select more than one ICT.""}, {""sourceRow"": 6, ""sourceColumn"": 3, ""cell"": ""D6"", ""text"": ""(i.e. computer to computer exchange of purchase orders and invoices in a standard electronic format between business partners)""}, {""sourceRow"": 6, ""sourceColumn"": 4, ""cell"": ""E6"", ""text"": ""(i.e. software or applications used within the business)""}, {""sourceRow"": 6, ""sourceColumn"": 5, ""cell"": ""F6"", ""text"": ""(e.g. Facebook, LinkedIn, Instagram, Twitter, WeChat)""}, {""sourceRow"": 6, ""sourceColumn"": 7, ""cell"": ""H6"", ""text"": ""(i.e.paid/unpaid cloud services, private/public clouds)""}, {""sourceRow"": 6, ""sourceColumn"": 10, ""cell"": ""K6"", ""text"": ""(e.g. big data or geospatial technology)""}, {""sourceRow"": 6, ""sourceColumn"": 11, ""cell"": ""L6"", ""text"": ""(e.g. smart meters, smart security systems, smart appliances, connected vehicles, wireless inventory trackers, shipping or logistics tracking)""}, {""sourceRow"": 6, ""sourceColumn"": 12, ""cell"": ""M6"", ""text"": ""(e.g. machine learning, advanced robotics)""}, {""sourceRow"": 6, ""sourceColumn"": 14, ""cell"": ""O6"", ""text"": ""(e.g. cryptocurrencies, smart contracts)""}, {""sourceRow"": 37, ""sourceColumn"": 0, ""cell"": ""A37"", ""text"": ""i.e. other location combinations not listed above""}]",Not independently verified for this item
erp,Operational systems,2021-22:7-1:1,2021-22,2021–22,Enterprise Resource Planning software (ERP),Enterprise Resource Planning software (ERP),"Proportions are of all businesses in each output category. Businesses could select more than one ICT. Coverage includes Agriculture, Forestry and Fishing.",Employing businesses; ABS exclusions apply. Agriculture included in selected table.,ANZSIC 2006 (Revision 2.0),0–4; 5–19; 20–199; 200+ persons; overlapping 0–19 subtotal excluded,C,2021-22,data_2021-22/81670DO007_202122.xlsx | Table_1 | https://www.abs.gov.au/methodologies/characteristics-australian-business-methodology/2021-22,Survey redevelopment and/or item context changed. Keep this wave separate; no temporal change calculated.,None,Codex source-cell audit; conservative research gate,2026-09-14,"[{""row"": 1, ""values"": [""Australian Bureau of Statistics"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 2, ""values"": [""81670DO007_202122 Characteristics of Australian Business, 2021-22"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 3, ""values"": [""Released at 11:30 am (Canberra time) Thursday 22 June 2023"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 4, ""values"": [""Table 1 Selected ICTs used by the business, by employment size, by industry, by location – year ended 30 June 2022"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 5, ""values"": ["""", """", """", """", ""Digital platforms"", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 6, ""values"": ["""", ""Customer Relationship Management software (CRM)"", ""Enterprise Resource Planning software (ERP)"", ""Electronic Data Interchange (EDI)"", ""Internal"", ""Public"", ""Any Digital platforms"", ""Cloud technology"", ""Cyber security software"", ""Virtual reality"", ""Data analytics"", ""Internet of things (IoT)"", ""Artificial intelligence (AI)"", ""3D Printing"", ""Blockchain technology"", ""Other"", ""Any ICTs used""]}, {""row"": 7, ""values"": ["""", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%""]}]","[{""sourceRow"": 4, ""sourceColumn"": 0, ""cell"": ""A4"", ""text"": ""Proportions are of all businesses in each output category. Businesses could select more than one ICT.""}, {""sourceRow"": 6, ""sourceColumn"": 3, ""cell"": ""D6"", ""text"": ""(i.e. computer to computer exchange of purchase orders and invoices in a standard electronic format between business partners)""}, {""sourceRow"": 6, ""sourceColumn"": 4, ""cell"": ""E6"", ""text"": ""(i.e. software or applications used within the business)""}, {""sourceRow"": 6, ""sourceColumn"": 5, ""cell"": ""F6"", ""text"": ""(e.g. Facebook, LinkedIn, Instagram, Twitter, WeChat)""}, {""sourceRow"": 6, ""sourceColumn"": 7, ""cell"": ""H6"", ""text"": ""(i.e.paid/unpaid cloud services, private/public clouds)""}, {""sourceRow"": 6, ""sourceColumn"": 10, ""cell"": ""K6"", ""text"": ""(e.g. big data or geospatial technology)""}, {""sourceRow"": 6, ""sourceColumn"": 11, ""cell"": ""L6"", ""text"": ""(e.g. smart meters, smart security systems, smart appliances, connected vehicles, wireless inventory trackers, shipping or logistics tracking)""}, {""sourceRow"": 6, ""sourceColumn"": 12, ""cell"": ""M6"", ""text"": ""(e.g. machine learning, advanced robotics)""}, {""sourceRow"": 6, ""sourceColumn"": 14, ""cell"": ""O6"", ""text"": ""(e.g. cryptocurrencies, smart contracts)""}, {""sourceRow"": 37, ""sourceColumn"": 0, ""cell"": ""A37"", ""text"": ""i.e. other location combinations not listed above""}]",Not independently verified for this item
edi,Operational systems,2021-22:7-1:2,2021-22,2021–22,Electronic Data Interchange (EDI),Electronic Data Interchange (EDI),"Proportions are of all businesses in each output category. Businesses could select more than one ICT. Coverage includes Agriculture, Forestry and Fishing.",Employing businesses; ABS exclusions apply. Agriculture included in selected table.,ANZSIC 2006 (Revision 2.0),0–4; 5–19; 20–199; 200+ persons; overlapping 0–19 subtotal excluded,C,2021-22,data_2021-22/81670DO007_202122.xlsx | Table_1 | https://www.abs.gov.au/methodologies/characteristics-australian-business-methodology/2021-22,Survey redevelopment and/or item context changed. Keep this wave separate; no temporal change calculated.,None,Codex source-cell audit; conservative research gate,2026-09-14,"[{""row"": 1, ""values"": [""Australian Bureau of Statistics"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 2, ""values"": [""81670DO007_202122 Characteristics of Australian Business, 2021-22"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 3, ""values"": [""Released at 11:30 am (Canberra time) Thursday 22 June 2023"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 4, ""values"": [""Table 1 Selected ICTs used by the business, by employment size, by industry, by location – year ended 30 June 2022"", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 5, ""values"": ["""", """", """", """", ""Digital platforms"", """", """", """", """", """", """", """", """", """", """", """", """"]}, {""row"": 6, ""values"": ["""", ""Customer Relationship Management software (CRM)"", ""Enterprise Resource Planning software (ERP)"", ""Electronic Data Interchange (EDI)"", ""Internal"", ""Public"", ""Any Digital platforms"", ""Cloud technology"", ""Cyber security software"", ""Virtual reality"", ""Data analytics"", ""Internet of things (IoT)"", ""Artificial intelligence (AI)"", ""3D Printing"", ""Blockchain technology"", ""Other"", ""Any ICTs used""]}, {""row"": 7, ""values"": ["""", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%"", ""%""]}]","[{""sourceRow"": 4, ""sourceColumn"": 0, ""cell"": ""A4"", ""text"": ""Proportions are of all businesses in each output category. Businesses could select more than one ICT.""}, {""sourceRow"": 6, ""sourceColumn"": 3, ""cell"": ""D6"", ""text"": ""(i.e. computer to computer exchange of purchase orders and invoices in a standard electronic format between business partners)""}, {""sourceRow"": 6, ""sourceColumn"": 4, ""cell"": ""E6"", ""text"": ""(i.e. software or applications used within the business)""}, {""sourceRow"": 6, ""sourceColumn"": 5, ""cell"": ""F6"", ""text"": ""(e.g. Facebook, LinkedIn, Instagram, Twitter, WeChat)""}, {""sourceRow"": 6, ""sourceColumn"": 7, ""cell"": ""H6"", ""text"": ""(i.e.paid/unpaid cloud services, private/public clouds)""}, {""sourceRow"": 6, ""sourceColumn"": 10, ""cell"": ""K6"", ""text"": ""(e.g. big data or geospatial technology)""}, {""sourceRow"": 6, ""sourceColumn"": 11, ""cell"": ""L6"", ""text"": ""(e.g. smart meters, smart security systems, smart appliances, connected vehicles, wireless inventory trackers, shipping or logistics tracking)""}, {""sourceRow"": 6, ""sourceColumn"": 12, ""cell"": ""M6"", ""text"": ""(e.g. machine learning, advanced robotics)""}, {""sourceRow"": 6, ""sourceColumn"": 14, ""cell"": ""O6"", ""text"": ""(e.g. cryptocurrencies, smart contracts)""}, {""sourceRow"": 37, ""sourceColumn"": 0, ""cell"": ""A37"", ""text"": ""i.e. other location combinations not listed above""}]",Not independently verified for this item
